,CÓDIGO,REGIÃO,SEXO,PAGAMENTO,TOTAL (R$)
1013,1373,SULDESTE,MASCULINO,CRÉDITO,5451.79
1014,2582,SULDESTE,MASCULINO,CRÉDITO,5977.09
1015,4795,SUL,MASCULINO,DÉBITO,2866.4900000000002
1016,1743,SULDESTE,MASCULINO,CRÉDITO,9527.5
1017,3310,SULDESTE,MASCULINO,CRÉDITO,10094.0
1018,5133,SULDESTE,MASCULINO,DÉBITO,2222.7400000000002
1019,6924,SUL,MASCULINO,CRÉDITO,5301.41
1020,9800,CENTRO-OESTE,MASCULINO,CRÉDITO,2773.79
1021,1757,SUL,MASCULINO,CRÉDITO,9493.51
1022,3350,SULDESTE,MASCULINO,CRÉDITO,3945.9300000000003
1023,8703,SULDESTE,MASCULINO,CRÉDITO,5435.31
1024,9655,SULDESTE,FEMININO,CRÉDITO,9038.25
1025,6512,SULDESTE,FEMININO,DÉBITO,1674.78
1026,6247,SULDESTE,MASCULINO,DÉBITO,9434.800000000001
1027,9929,SULDESTE,MASCULINO,DÉBITO,7187.34
1028,3643,SULDESTE,MASCULINO,CRÉDITO,9048.550000000001
1029,8072,CENTRO-OESTE,MASCULINO,DÉBITO,303.85
1030,9096,SULDESTE,FEMININO,CRÉDITO,1518.22
1031,1986,SULDESTE,MASCULINO,CRÉDITO,9413.17
1032,3261,SULDESTE,MASCULINO,CRÉDITO,8067.99
1033,4453,SULDESTE,MASCULINO,DÉBITO,5946.1900000000005
1034,6295,SUL,FEMININO,CRÉDITO,7268.71
1035,6916,SULDESTE,MASCULINO,CRÉDITO,2345.31
1036,1281,SULDESTE,MASCULINO,DÉBITO,2376.21
1037,1358,SUL,MASCULINO,CRÉDITO,7134.81
1038,1739,SULDESTE,FEMININO,CRÉDITO,5000.650000000001
1039,8442,SULDESTE,MASCULINO,DÉBITO,6497.24
1040,2733,SUL,MASCULINO,CRÉDITO,5132.49
1041,6990,SULDESTE,MASCULINO,CRÉDITO,3609.12
1042,6716,SUL,MASCULINO,DÉBITO,3369.13
1043,9315,SULDESTE,FEMININO,CRÉDITO,5179.87
1044,5968,SULDESTE,MASCULINO,CRÉDITO,3678.13
1045,2098,SUL,MASCULINO,CRÉDITO,5399.26
1046,2773,SULDESTE,FEMININO,CRÉDITO,99.91
1047,5549,SULDESTE,FEMININO,DÉBITO,80.34
1048,3386,SULDESTE,MASCULINO,DÉBITO,9143.31
1049,5567,SUL,MASCULINO,CRÉDITO,8262.66
1050,7394,SULDESTE,MASCULINO,CRÉDITO,1900.3500000000001
1051,5259,SULDESTE,FEMININO,DÉBITO,430.54
1052,8776,SUL,MASCULINO,DÉBITO,2090.9
1053,3985,SUL,MASCULINO,CRÉDITO,8083.4400000000005
1054,6577,SUL,MASCULINO,CRÉDITO,3610.15
1055,7446,SULDESTE,MASCULINO,CRÉDITO,7646.72
1056,9866,SULDESTE,MASCULINO,CRÉDITO,1379.17
1057,6290,SUL,FEMININO,CRÉDITO,5166.4800000000005
1058,9353,SULDESTE,MASCULINO,CRÉDITO,148.32
1059,2112,SULDESTE,MASCULINO,CRÉDITO,2646.07
1060,9319,SUL,MASCULINO,CRÉDITO,4205.49
1061,4005,SULDESTE,MASCULINO,DÉBITO,4321.88
1062,2682,SULDESTE,MASCULINO,CRÉDITO,1227.76
1063,1374,SULDESTE,MASCULINO,CRÉDITO,4846.150000000001
1064,1161,SUL,MASCULINO,DÉBITO,5963.7
1065,4189,SUL,MASCULINO,CRÉDITO,6582.7300000000005
1066,9093,SULDESTE,MASCULINO,CRÉDITO,7634.360000000001
1067,1799,SULDESTE,MASCULINO,CRÉDITO,4203.43
1068,1128,SULDESTE,MASCULINO,CRÉDITO,247.20000000000002
1069,7284,SUL,MASCULINO,CRÉDITO,3736.84
1070,6996,SUL,MASCULINO,DÉBITO,2277.33
1071,6114,SULDESTE,MASCULINO,CRÉDITO,3803.79
1072,8837,SULDESTE,MASCULINO,CRÉDITO,2842.8
1073,3126,SUL,MASCULINO,CRÉDITO,799.28
1074,8191,SUL,FEMININO,CRÉDITO,4490.8
1075,5102,SUL,MASCULINO,CRÉDITO,5865.85
1076,8683,SULDESTE,MASCULINO,DÉBITO,457.32
1077,2150,SULDESTE,MASCULINO,CRÉDITO,5231.37
1078,8959,SULDESTE,MASCULINO,CRÉDITO,1248.3600000000001
1079,4345,SULDESTE,MASCULINO,CRÉDITO,9917.87
1080,6153,SULDESTE,FEMININO,CRÉDITO,8820.92
1081,2498,SULDESTE,MASCULINO,CRÉDITO,2554.4
1082,2394,SUL,MASCULINO,CRÉDITO,8104.04
1083,5502,SULDESTE,MASCULINO,CRÉDITO,8503.68
1084,6427,SULDESTE,MASCULINO,CRÉDITO,3628.69
1085,4940,SULDESTE,MASCULINO,DÉBITO,1667.57
1086,9730,SUL,MASCULINO,CRÉDITO,6948.38
1087,5595,SULDESTE,MASCULINO,CRÉDITO,9017.65
1088,7914,SULDESTE,MASCULINO,DÉBITO,2914.9
1089,6238,SUL,FEMININO,CRÉDITO,4571.14
1090,9849,NORTE,MASCULINO,DÉBITO,7135.84
1091,9227,NORTE,MASCULINO,CRÉDITO,4284.8
1092,5030,NORDESTE,MASCULINO,DÉBITO,9347.25
1093,9479,CENTRO-OESTE,MASCULINO,DÉBITO,2132.1
1094,1232,SULDESTE,MASCULINO,CRÉDITO,280.16
1095,7325,SULDESTE,MASCULINO,CRÉDITO,4295.1
1096,7187,SULDESTE,MASCULINO,CRÉDITO,286.34000000000003
1097,7208,CENTRO-OESTE,MASCULINO,CRÉDITO,10049.710000000001
1098,5518,SULDESTE,MASCULINO,CRÉDITO,6846.41
1099,1947,SUL,MASCULINO,CRÉDITO,7993.83
1100,1917,SULDESTE,MASCULINO,CRÉDITO,4834.82
1101,7408,SULDESTE,MASCULINO,CRÉDITO,8947.61
1102,8269,SULDESTE,MASCULINO,CRÉDITO,3363.98
1103,9614,SULDESTE,FEMININO,CRÉDITO,5707.2300000000005
1104,5068,CENTRO-OESTE,FEMININO,DÉBITO,7240.900000000001
1105,3515,SULDESTE,MASCULINO,DÉBITO,894.0400000000001
1106,6593,SULDESTE,MASCULINO,CRÉDITO,7915.55
1107,7485,SUL,FEMININO,DÉBITO,7378.92
1108,6046,SULDESTE,FEMININO,CRÉDITO,1917.8600000000001
1109,8096,SULDESTE,MASCULINO,CRÉDITO,9988.94
1110,1464,SUL,MASCULINO,DÉBITO,4045.84
1111,5880,SULDESTE,MASCULINO,CRÉDITO,10119.75
1112,9272,SULDESTE,MASCULINO,CRÉDITO,3816.15
1113,2494,SULDESTE,MASCULINO,CRÉDITO,5789.63
1114,6471,SULDESTE,MASCULINO,CRÉDITO,9174.210000000001
1115,5077,SULDESTE,FEMININO,CRÉDITO,644.78
1116,8117,SUL,MASCULINO,CRÉDITO,1245.27
1117,4774,SULDESTE,MASCULINO,CRÉDITO,271.92
1118,2619,SULDESTE,MASCULINO,CRÉDITO,2496.7200000000003
1119,3629,SULDESTE,FEMININO,DÉBITO,5763.88
1120,8292,SULDESTE,MASCULINO,CRÉDITO,7847.570000000001
1121,8601,SULDESTE,MASCULINO,CRÉDITO,860.0500000000001
1122,9050,SULDESTE,MASCULINO,DÉBITO,5212.83
1123,2166,SULDESTE,MASCULINO,CRÉDITO,6810.360000000001
1124,5041,SULDESTE,FEMININO,CRÉDITO,3759.5
1125,6858,SULDESTE,FEMININO,DÉBITO,5772.12
1126,3062,SULDESTE,MASCULINO,CRÉDITO,5592.900000000001
1127,2435,SULDESTE,MASCULINO,CRÉDITO,4795.68
1128,5306,SULDESTE,FEMININO,CRÉDITO,8974.39
1129,4039,SULDESTE,MASCULINO,CRÉDITO,9500.72
1130,6871,SULDESTE,MASCULINO,CRÉDITO,8677.75
1131,4523,SULDESTE,MASCULINO,CRÉDITO,7299.610000000001
1132,6551,SULDESTE,MASCULINO,DÉBITO,7594.1900000000005
1133,4329,SULDESTE,MASCULINO,DÉBITO,6196.4800000000005
1134,3527,SUL,MASCULINO,DÉBITO,9009.41
1135,5459,SULDESTE,MASCULINO,CRÉDITO,4789.5
1136,3912,SUL,MASCULINO,CRÉDITO,5623.8
1137,5972,SULDESTE,FEMININO,CRÉDITO,2763.4900000000002
1138,4308,SULDESTE,MASCULINO,CRÉDITO,5432.22
1139,1510,SULDESTE,MASCULINO,CRÉDITO,4461.96
1140,3631,SULDESTE,MASCULINO,CRÉDITO,8902.29
1141,6700,SULDESTE,MASCULINO,CRÉDITO,3745.08
1142,3542,SULDESTE,MASCULINO,CRÉDITO,8397.59
1143,4465,SUL,MASCULINO,CRÉDITO,1954.94
1144,4128,SUL,FEMININO,CRÉDITO,1102.1000000000001
1145,3474,SULDESTE,FEMININO,DÉBITO,10168.16
1146,6558,SULDESTE,MASCULINO,CRÉDITO,2357.67
1147,6852,SULDESTE,MASCULINO,CRÉDITO,8818.86
1148,6685,SULDESTE,MASCULINO,CRÉDITO,4728.7300000000005
1149,4170,SULDESTE,MASCULINO,DÉBITO,4731.82
1150,5001,SULDESTE,MASCULINO,DÉBITO,6927.78
1151,6811,SULDESTE,MASCULINO,DÉBITO,9479.09
1152,5732,SUL,FEMININO,CRÉDITO,7360.38
1153,8550,SULDESTE,MASCULINO,CRÉDITO,2051.76
1154,4539,SULDESTE,FEMININO,CRÉDITO,2826.32
1155,9457,SULDESTE,FEMININO,DÉBITO,1331.79
1156,3896,SULDESTE,FEMININO,CRÉDITO,7284.16
1157,6658,SULDESTE,MASCULINO,CRÉDITO,9138.16
1158,4890,SULDESTE,MASCULINO,DÉBITO,9974.52
1159,2554,SUL,FEMININO,DÉBITO,9724.23
1160,2364,SULDESTE,MASCULINO,CRÉDITO,6473.55
1161,5757,SUL,MASCULINO,CRÉDITO,2116.65
1162,6054,SULDESTE,FEMININO,DÉBITO,8889.93
1163,3840,SULDESTE,MASCULINO,DÉBITO,1219.52
1164,1409,SULDESTE,MASCULINO,DÉBITO,5010.95
1165,9035,SULDESTE,MASCULINO,DÉBITO,10236.14
1166,3972,SUL,MASCULINO,DÉBITO,3172.4
1167,4227,SULDESTE,FEMININO,CRÉDITO,6951.47
1168,5838,SULDESTE,MASCULINO,CRÉDITO,10244.380000000001
1169,7479,SULDESTE,MASCULINO,CRÉDITO,575.77
1170,6347,SULDESTE,MASCULINO,CRÉDITO,2114.59
1171,6044,SULDESTE,MASCULINO,CRÉDITO,4327.03
1172,6825,SULDESTE,MASCULINO,CRÉDITO,2840.7400000000002
1173,4946,SULDESTE,MASCULINO,DÉBITO,1715.98
1174,3381,SULDESTE,MASCULINO,CRÉDITO,3935.63
1175,7356,SULDESTE,MASCULINO,CRÉDITO,7082.28
1176,1724,SULDESTE,MASCULINO,CRÉDITO,5127.34
1177,3979,CENTRO-OESTE,MASCULINO,CRÉDITO,6502.39
1178,9017,SULDESTE,FEMININO,CRÉDITO,2235.1
1179,3961,SULDESTE,MASCULINO,CRÉDITO,8452.18
1180,5448,CENTRO-OESTE,FEMININO,CRÉDITO,3821.3
1181,4160,SULDESTE,FEMININO,CRÉDITO,243.08
1182,1138,SULDESTE,MASCULINO,CRÉDITO,2542.04
1183,8359,NORDESTE,MASCULINO,CRÉDITO,7315.06
1184,5885,CENTRO-OESTE,FEMININO,CRÉDITO,3988.1600000000003
1185,1413,SULDESTE,MASCULINO,CRÉDITO,113.3
1186,9027,SULDESTE,MASCULINO,CRÉDITO,4597.92
1187,6460,SULDESTE,MASCULINO,CRÉDITO,9562.52
1188,7170,SULDESTE,FEMININO,DÉBITO,9601.66
1189,6090,SULDESTE,MASCULINO,CRÉDITO,4342.4800000000005
1190,5431,SULDESTE,MASCULINO,CRÉDITO,6687.79
1191,1651,NORDESTE,FEMININO,CRÉDITO,1014.5500000000001
1192,6221,SULDESTE,MASCULINO,CRÉDITO,8746.76
1193,3796,SULDESTE,FEMININO,DÉBITO,8104.04
1194,4816,SULDESTE,MASCULINO,DÉBITO,5515.650000000001
1195,1835,SULDESTE,MASCULINO,CRÉDITO,3463.89
1196,7184,SULDESTE,MASCULINO,DÉBITO,1685.0800000000002
1197,1718,SUL,FEMININO,CRÉDITO,2258.79
1198,8448,SULDESTE,MASCULINO,CRÉDITO,10210.39
1199,8054,CENTRO-OESTE,FEMININO,DÉBITO,6674.400000000001
1200,4330,CENTRO-OESTE,MASCULINO,CRÉDITO,7448.96
1201,8874,SUL,MASCULINO,DÉBITO,3126.05
1202,9533,SULDESTE,MASCULINO,DÉBITO,8883.75
1203,1768,SULDESTE,FEMININO,CRÉDITO,5849.37
1204,5167,SULDESTE,MASCULINO,CRÉDITO,3886.19
1205,6534,SULDESTE,MASCULINO,CRÉDITO,6809.33
1206,5631,SULDESTE,FEMININO,CRÉDITO,8254.42
1207,4545,SULDESTE,MASCULINO,DÉBITO,6157.34
1208,5196,SUL,MASCULINO,CRÉDITO,1323.55
1209,3668,SULDESTE,MASCULINO,DÉBITO,2651.2200000000003
1210,3719,SULDESTE,MASCULINO,CRÉDITO,3583.37
1211,3958,SULDESTE,FEMININO,CRÉDITO,5855.55
1212,2416,SULDESTE,MASCULINO,CRÉDITO,9727.32
1213,4071,SULDESTE,MASCULINO,CRÉDITO,900.22
1214,2078,SULDESTE,MASCULINO,DÉBITO,5411.62
1215,3982,SULDESTE,FEMININO,DÉBITO,2259.82
1216,1542,SULDESTE,FEMININO,CRÉDITO,301.79
1217,2589,SULDESTE,FEMININO,CRÉDITO,5618.650000000001
1218,9397,SUL,MASCULINO,CRÉDITO,638.6
1219,7387,SULDESTE,MASCULINO,CRÉDITO,1293.68
1220,3658,SULDESTE,MASCULINO,CRÉDITO,6705.3
1221,7707,SULDESTE,MASCULINO,CRÉDITO,2700.66
1222,1275,SULDESTE,MASCULINO,DÉBITO,7805.34
1223,5716,SULDESTE,FEMININO,CRÉDITO,8930.1
1224,5815,SULDESTE,MASCULINO,DÉBITO,6326.26
1225,7839,CENTRO-OESTE,MASCULINO,CRÉDITO,5916.32
1226,5775,SULDESTE,MASCULINO,CRÉDITO,8497.5
1227,7085,SUL,MASCULINO,CRÉDITO,1820.01
1228,2488,SUL,FEMININO,DÉBITO,4210.64
1229,5113,SULDESTE,MASCULINO,CRÉDITO,8418.19
1230,1620,SULDESTE,MASCULINO,CRÉDITO,4282.74
1231,3655,SULDESTE,MASCULINO,CRÉDITO,2086.78
1232,8923,SULDESTE,MASCULINO,DÉBITO,3107.51
1233,7741,SUL,MASCULINO,CRÉDITO,3371.19
1234,8296,SUL,MASCULINO,DÉBITO,5923.53
1235,1601,CENTRO-OESTE,FEMININO,DÉBITO,9255.58
1236,5532,SULDESTE,MASCULINO,CRÉDITO,1794.26
1237,9313,SULDESTE,MASCULINO,CRÉDITO,3837.78
1238,2564,SULDESTE,MASCULINO,CRÉDITO,2687.27
1239,1583,SULDESTE,MASCULINO,CRÉDITO,866.23
1240,6053,SUL,FEMININO,CRÉDITO,9059.880000000001
1241,3731,NORDESTE,MASCULINO,CRÉDITO,8312.1
1242,7636,NORTE,FEMININO,CRÉDITO,7688.95
1243,7200,SULDESTE,MASCULINO,CRÉDITO,6940.14
1244,4815,SUL,MASCULINO,DÉBITO,2221.71
1245,7573,SULDESTE,MASCULINO,CRÉDITO,3258.92
1246,2030,SULDESTE,MASCULINO,CRÉDITO,8569.6
1247,4055,SUL,MASCULINO,DÉBITO,3718.3
1248,1882,SULDESTE,MASCULINO,CRÉDITO,1331.79
1249,6687,SULDESTE,MASCULINO,DÉBITO,826.0600000000001
1250,7306,SULDESTE,MASCULINO,CRÉDITO,6509.6
1251,8479,SULDESTE,FEMININO,CRÉDITO,5068.63
1252,2801,SUL,MASCULINO,CRÉDITO,8333.73
1253,4102,SULDESTE,MASCULINO,DÉBITO,5447.67
1254,9597,CENTRO-OESTE,FEMININO,CRÉDITO,5863.79
1255,1785,SULDESTE,MASCULINO,CRÉDITO,5577.45
1256,9770,SUL,MASCULINO,DÉBITO,5067.6
1257,3287,SULDESTE,MASCULINO,CRÉDITO,7494.28
1258,7870,NORDESTE,MASCULINO,CRÉDITO,9928.17
1259,3900,SUL,MASCULINO,CRÉDITO,4351.75
1260,9755,CENTRO-OESTE,FEMININO,CRÉDITO,9208.2
1261,2316,SUL,MASCULINO,DÉBITO,4677.2300000000005
1262,3539,SULDESTE,FEMININO,CRÉDITO,4353.81
1263,6519,SULDESTE,MASCULINO,CRÉDITO,9289.57
1264,6095,SULDESTE,MASCULINO,CRÉDITO,5758.7300000000005
1265,6630,SUL,MASCULINO,CRÉDITO,6725.900000000001
1266,9173,NORTE,FEMININO,CRÉDITO,2488.48
1267,6911,CENTRO-OESTE,MASCULINO,CRÉDITO,5953.400000000001
1268,4636,SULDESTE,MASCULINO,CRÉDITO,9527.5
1269,5062,SULDESTE,MASCULINO,DÉBITO,9284.42
1270,7923,SULDESTE,MASCULINO,CRÉDITO,1433.76
1271,2717,SULDESTE,FEMININO,CRÉDITO,1961.1200000000001
1272,9882,SULDESTE,MASCULINO,CRÉDITO,4577.32
1273,2579,SUL,MASCULINO,CRÉDITO,8113.31
1274,2306,SUL,MASCULINO,CRÉDITO,7165.71
1275,3839,SULDESTE,FEMININO,CRÉDITO,231.75
1276,4953,SULDESTE,MASCULINO,CRÉDITO,7821.820000000001
1277,8839,SULDESTE,MASCULINO,CRÉDITO,4290.9800000000005
1278,7724,SULDESTE,MASCULINO,CRÉDITO,3233.17
1279,2755,SUL,MASCULINO,DÉBITO,228.66
1280,3068,SULDESTE,MASCULINO,CRÉDITO,4248.75
1281,7293,SULDESTE,FEMININO,CRÉDITO,3448.44
1282,4106,SULDESTE,MASCULINO,DÉBITO,1416.25
1283,2430,SULDESTE,MASCULINO,CRÉDITO,6088.33
1284,5689,SUL,MASCULINO,CRÉDITO,6638.35
1285,8497,SULDESTE,MASCULINO,CRÉDITO,710.7
1286,3160,SULDESTE,MASCULINO,CRÉDITO,9890.06
1287,4432,SULDESTE,MASCULINO,CRÉDITO,249.26000000000002
1288,2523,SULDESTE,FEMININO,CRÉDITO,6946.320000000001
1289,3268,SUL,MASCULINO,CRÉDITO,5751.52
1290,9091,SULDESTE,FEMININO,CRÉDITO,2344.28
1291,9813,SULDESTE,MASCULINO,CRÉDITO,9053.7
1292,2842,SULDESTE,MASCULINO,CRÉDITO,3420.63
1293,3837,SULDESTE,MASCULINO,DÉBITO,7259.4400000000005
1294,4222,SULDESTE,FEMININO,CRÉDITO,442.90000000000003
1295,2839,SULDESTE,MASCULINO,CRÉDITO,6449.860000000001
1296,8077,SULDESTE,FEMININO,CRÉDITO,2526.59
1297,8310,SUL,MASCULINO,DÉBITO,6276.82
1298,9104,SUL,MASCULINO,CRÉDITO,8933.19
1299,6370,SULDESTE,MASCULINO,DÉBITO,552.08
1300,8628,SUL,FEMININO,CRÉDITO,7345.96
1301,8446,SULDESTE,FEMININO,CRÉDITO,7085.37
1302,8214,CENTRO-OESTE,MASCULINO,CRÉDITO,9277.210000000001
1303,6643,NORDESTE,FEMININO,CRÉDITO,9162.880000000001
1304,9720,SULDESTE,MASCULINO,CRÉDITO,3142.53
1305,6062,CENTRO-OESTE,MASCULINO,DÉBITO,1471.8700000000001
1306,4042,SULDESTE,MASCULINO,DÉBITO,1322.52
1307,2387,SULDESTE,MASCULINO,CRÉDITO,1078.41
1308,7406,SULDESTE,MASCULINO,DÉBITO,5804.05
1309,6000,SULDESTE,MASCULINO,CRÉDITO,8566.51
1310,9894,NORDESTE,FEMININO,CRÉDITO,8090.650000000001
1311,7448,SULDESTE,MASCULINO,CRÉDITO,4544.36
1312,4942,SUL,FEMININO,DÉBITO,8317.25
1313,2429,SULDESTE,FEMININO,CRÉDITO,7989.71
1314,1032,SULDESTE,MASCULINO,CRÉDITO,9827.23
1315,4655,SULDESTE,MASCULINO,CRÉDITO,9093.87
1316,5176,SULDESTE,MASCULINO,CRÉDITO,58.71
1317,9847,SULDESTE,MASCULINO,CRÉDITO,5866.88
1318,7521,SULDESTE,MASCULINO,CRÉDITO,4141.63
1319,1449,SULDESTE,MASCULINO,CRÉDITO,9996.15
1320,2356,SUL,MASCULINO,CRÉDITO,3678.13
1321,7903,SUL,MASCULINO,CRÉDITO,8584.02
1322,9246,SULDESTE,FEMININO,CRÉDITO,10112.54
1323,8921,SULDESTE,MASCULINO,CRÉDITO,66.95
1324,2071,SULDESTE,MASCULINO,CRÉDITO,9980.7
1325,2511,SULDESTE,MASCULINO,DÉBITO,3122.96
1326,9764,SULDESTE,MASCULINO,CRÉDITO,1012.49
1327,9805,SULDESTE,MASCULINO,DÉBITO,1514.1000000000001
1328,6991,SULDESTE,MASCULINO,CRÉDITO,2689.33
1329,2289,SULDESTE,FEMININO,DÉBITO,8846.67
1330,6804,SULDESTE,MASCULINO,CRÉDITO,4180.77
1331,6610,SULDESTE,MASCULINO,DÉBITO,1603.71
1332,1647,SULDESTE,MASCULINO,CRÉDITO,6666.16
1333,3623,SULDESTE,MASCULINO,CRÉDITO,5245.79
1334,3484,SUL,MASCULINO,CRÉDITO,7464.41
1335,9602,SULDESTE,MASCULINO,CRÉDITO,2010.56
1336,9033,SULDESTE,MASCULINO,CRÉDITO,2152.7000000000003
1337,4862,SUL,MASCULINO,CRÉDITO,7699.25
1338,1670,SULDESTE,MASCULINO,DÉBITO,8866.24
1339,5178,CENTRO-OESTE,MASCULINO,CRÉDITO,2777.91
1340,8376,SUL,MASCULINO,CRÉDITO,7115.24
1341,8540,SULDESTE,FEMININO,CRÉDITO,7955.72
1342,2347,SULDESTE,MASCULINO,DÉBITO,4022.15
1343,3289,SUL,MASCULINO,CRÉDITO,3786.28
1344,7403,SULDESTE,MASCULINO,CRÉDITO,1615.04
1345,4710,SULDESTE,MASCULINO,DÉBITO,1637.7
1346,2469,SUL,MASCULINO,CRÉDITO,1702.5900000000001
1347,2091,CENTRO-OESTE,MASCULINO,CRÉDITO,2451.4
1348,2917,SULDESTE,MASCULINO,CRÉDITO,4693.71
1349,2647,SULDESTE,MASCULINO,CRÉDITO,6770.1900000000005
1350,8216,CENTRO-OESTE,MASCULINO,CRÉDITO,6985.46
1351,7526,SULDESTE,MASCULINO,CRÉDITO,6927.78
1352,1313,SULDESTE,MASCULINO,CRÉDITO,2135.19
1353,7782,SULDESTE,MASCULINO,CRÉDITO,4826.58
1354,6923,SULDESTE,MASCULINO,CRÉDITO,10176.4
1355,1851,NORTE,MASCULINO,CRÉDITO,8306.95
1356,2852,SULDESTE,FEMININO,CRÉDITO,2082.66
1357,5424,SULDESTE,MASCULINO,CRÉDITO,6103.78
1358,4044,SUL,MASCULINO,CRÉDITO,1153.6000000000001
1359,5286,SULDESTE,FEMININO,CRÉDITO,10284.550000000001
1360,4566,NORDESTE,FEMININO,DÉBITO,5937.95
1361,9212,SULDESTE,MASCULINO,CRÉDITO,9954.95
1362,4529,NORTE,MASCULINO,DÉBITO,9585.18
1363,8723,SULDESTE,FEMININO,CRÉDITO,6638.35
1364,1503,SULDESTE,FEMININO,CRÉDITO,8192.62
1365,5419,CENTRO-OESTE,MASCULINO,CRÉDITO,7394.37
1366,5743,SULDESTE,FEMININO,DÉBITO,7213.09
1367,8800,SULDESTE,MASCULINO,CRÉDITO,1924.04
1368,5963,SUL,FEMININO,CRÉDITO,4113.82
1369,3512,SULDESTE,MASCULINO,CRÉDITO,1800.44
1370,6635,SULDESTE,MASCULINO,DÉBITO,97.85000000000001
1371,3955,SULDESTE,MASCULINO,DÉBITO,1563.54
1372,9714,SULDESTE,MASCULINO,CRÉDITO,551.0500000000001
1373,8039,NORTE,FEMININO,CRÉDITO,5244.76
1374,4398,SULDESTE,MASCULINO,CRÉDITO,3698.73
1375,7619,SUL,MASCULINO,DÉBITO,5831.860000000001
1376,6617,SULDESTE,MASCULINO,CRÉDITO,8122.58
1377,7086,SUL,FEMININO,CRÉDITO,4381.62
1378,9604,NORTE,FEMININO,CRÉDITO,4643.24
1379,4689,SUL,FEMININO,DÉBITO,9442.01
1380,8506,SULDESTE,MASCULINO,CRÉDITO,7875.38
1381,2976,SULDESTE,FEMININO,DÉBITO,5114.9800000000005
1382,3533,SUL,MASCULINO,CRÉDITO,7667.320000000001
1383,1833,SULDESTE,MASCULINO,CRÉDITO,2642.98
1384,1584,SULDESTE,MASCULINO,DÉBITO,6893.79
1385,6522,SULDESTE,FEMININO,DÉBITO,1376.08
1386,2062,SULDESTE,FEMININO,CRÉDITO,7166.74
1387,1932,NORTE,FEMININO,CRÉDITO,10216.57
1388,1929,SULDESTE,MASCULINO,CRÉDITO,5242.7
1389,1844,SULDESTE,FEMININO,DÉBITO,9007.35
1390,2400,SULDESTE,MASCULINO,DÉBITO,6016.2300000000005
1391,8824,SULDESTE,MASCULINO,DÉBITO,9300.9
1392,6822,SUL,FEMININO,CRÉDITO,4924.43
1393,1512,SULDESTE,MASCULINO,DÉBITO,6176.91
1394,6943,SULDESTE,MASCULINO,CRÉDITO,7409.820000000001
1395,6308,SULDESTE,FEMININO,CRÉDITO,2891.21
1396,4988,SULDESTE,MASCULINO,DÉBITO,9523.380000000001
1397,3457,SULDESTE,MASCULINO,CRÉDITO,8641.7
1398,2608,CENTRO-OESTE,FEMININO,CRÉDITO,8619.04
1399,2102,SULDESTE,MASCULINO,CRÉDITO,9818.99
1400,3526,SULDESTE,FEMININO,DÉBITO,3770.83
1401,2057,SULDESTE,MASCULINO,CRÉDITO,5563.03
1402,9415,SUL,MASCULINO,DÉBITO,6912.33
1403,2716,SULDESTE,MASCULINO,CRÉDITO,2582.21
1404,9284,NORDESTE,MASCULINO,CRÉDITO,885.8000000000001
1405,6313,SULDESTE,MASCULINO,CRÉDITO,8349.18
1406,3340,SUL,MASCULINO,DÉBITO,9033.1
1407,9122,NORDESTE,MASCULINO,CRÉDITO,6360.25
1408,8767,SULDESTE,MASCULINO,CRÉDITO,5055.24
1409,8920,SUL,MASCULINO,CRÉDITO,10070.31
1410,4030,SULDESTE,MASCULINO,DÉBITO,1954.94
1411,2446,SUL,MASCULINO,CRÉDITO,1939.49
1412,1203,SULDESTE,FEMININO,DÉBITO,7974.26
1413,1974,NORDESTE,MASCULINO,CRÉDITO,5842.16
1414,1731,SULDESTE,FEMININO,CRÉDITO,5619.68
1415,6918,NORDESTE,MASCULINO,CRÉDITO,9238.07
1416,1259,SULDESTE,MASCULINO,DÉBITO,10290.73
1417,4064,SULDESTE,MASCULINO,CRÉDITO,8109.1900000000005
1418,1404,SUL,FEMININO,CRÉDITO,748.8100000000001
1419,5956,SULDESTE,MASCULINO,CRÉDITO,5263.3
1420,3809,SUL,MASCULINO,CRÉDITO,6240.77
1421,1030,SULDESTE,FEMININO,DÉBITO,477.92
1422,3354,NORDESTE,MASCULINO,DÉBITO,4885.29
1423,4374,SULDESTE,MASCULINO,DÉBITO,6030.650000000001
1424,8019,SULDESTE,FEMININO,DÉBITO,7126.570000000001
1425,5653,SUL,MASCULINO,CRÉDITO,3356.77
1426,6590,SULDESTE,MASCULINO,CRÉDITO,5205.62
1427,5138,SULDESTE,MASCULINO,CRÉDITO,6413.81
1428,1331,SULDESTE,MASCULINO,DÉBITO,9438.92
1429,9077,SULDESTE,MASCULINO,CRÉDITO,2565.73
1430,9428,SULDESTE,MASCULINO,DÉBITO,1174.2
1431,6556,SUL,FEMININO,DÉBITO,1108.28
1432,4868,SULDESTE,MASCULINO,CRÉDITO,10206.27
1433,8782,SULDESTE,FEMININO,CRÉDITO,1913.74
1434,7130,SULDESTE,FEMININO,CRÉDITO,4189.01
1435,1842,SULDESTE,MASCULINO,CRÉDITO,1995.1100000000001
1436,7430,SUL,FEMININO,DÉBITO,3131.2000000000003
1437,3905,SULDESTE,MASCULINO,CRÉDITO,3441.23
1438,4951,SULDESTE,MASCULINO,CRÉDITO,1151.54
1439,6796,SUL,MASCULINO,CRÉDITO,5334.37
